Iteration,TrainingError
328,0.0964106
329,0.0962408
330,0.0960741
331,0.0959104
332,0.0957498
333,0.0955923
334,0.0954378
335,0.0952863
336,0.0951377
337,0.0949922
338,0.0948497
339,0.0947101
340,0.0945733
341,0.0944393
342,0.0943076
343,0.0941782
344,0.0940508
345,0.0939251
346,0.0938013
347,0.0936794
348,0.0935599
349,0.0934432
350,0.0933297
351,0.0932201
352,0.0931146
353,0.0930132
354,0.0929158
355,0.0928221
356,0.0927318
357,0.0926445
358,0.0925598
359,0.0924774
360,0.092397
361,0.0923182
362,0.0922409
363,0.0921647
364,0.0920895
365,0.0920151
366,0.0919412
367,0.0918675
368,0.0917938
369,0.0917199
370,0.0916452
371,0.0915694
372,0.0914919
373,0.091412
374,0.0913291
375,0.0912427
376,0.0911527
377,0.09106
378,0.0909667
379,0.090875
380,0.0907863
381,0.0907005
382,0.090617
383,0.0905352
384,0.0904544
385,0.0903746
386,0.0902956
387,0.0902173
388,0.0901396
389,0.0900625
390,0.0899861
391,0.0899103
392,0.0898353
393,0.0897609
394,0.0896874
395,0.0896148
396,0.0895431
397,0.0894724
398,0.0894027
399,0.089334
400,0.0892664
401,0.0891998
402,0.0891342
403,0.0890697
404,0.089006
405,0.0889433
406,0.0888814
407,0.0888203
408,0.0887601
409,0.0887008
410,0.0886422
411,0.0885844
412,0.0885275
413,0.0884713
414,0.088416
415,0.0883613
416,0.0883075
417,0.0882543
418,0.0882017
419,0.0881499
420,0.0880986
421,0.0880479
422,0.0879978
423,0.0879481
424,0.0878989
425,0.08785
426,0.0878013
427,0.0877528
428,0.0877043
429,0.0876556
430,0.0876067
431,0.0875573
432,0.0875071
433,0.0874561
434,0.0874038
435,0.08735
436,0.0872947
437,0.0872375
438,0.0871786
439,0.0871184
440,0.0870576
441,0.0869972
442,0.0869383
443,0.0868821
444,0.0868292
445,0.0867797
446,0.0867334
447,0.0866899
448,0.0866488
449,0.0866095
450,0.0865716
451,0.086535
452,0.0864992
453,0.0864642
454,0.0864298
455,0.0863959
456,0.0863624
457,0.0863292
458,0.0862963
459,0.0862636
460,0.0862311
461,0.0861988
462,0.0861666
463,0.0861345
464,0.0861024
465,0.0860704
466,0.0860384
467,0.0860064
468,0.0859744
469,0.0859424
470,0.0859104
471,0.0858783
472,0.0858461
473,0.0858138
474,0.0857815
475,0.0857491
476,0.0857166
477,0.085684
478,0.0856513
479,0.0856184
480,0.0855855
481,0.0855524
482,0.0855191
483,0.0854857
484,0.0854522
485,0.0854184
486,0.0853844
487,0.0853501
488,0.0853156
489,0.0852808
490,0.0852456
491,0.08521
492,0.0851741
493,0.0851377
494,0.0851008
495,0.0850635
496,0.0850257
497,0.0849874
498,0.0849488
499,0.0849097
500,0.0848704
