Iteration,TrainingError
350,0.122722
351,0.122583
352,0.122446
353,0.122311
354,0.122177
355,0.122045
356,0.121914
357,0.121785
358,0.121656
359,0.121528
360,0.1214
361,0.121273
362,0.121146
363,0.121019
364,0.120892
365,0.120765
366,0.120637
367,0.12051
368,0.120382
369,0.120253
370,0.120125
371,0.119998
372,0.11987
373,0.119744
374,0.119618
375,0.119494
376,0.119371
377,0.119249
378,0.119128
379,0.11901
380,0.118892
381,0.118776
382,0.118661
383,0.118547
384,0.118434
385,0.118322
386,0.118211
387,0.118101
388,0.117991
389,0.117882
390,0.117773
391,0.117665
392,0.117557
393,0.11745
394,0.117343
395,0.117236
396,0.117129
397,0.117023
398,0.116916
399,0.11681
400,0.116704
401,0.116598
402,0.116491
403,0.116384
404,0.116276
405,0.116166
406,0.116054
407,0.115938
408,0.115818
409,0.115692
410,0.11556
411,0.115423
412,0.115283
413,0.115146
414,0.115015
415,0.114894
416,0.114783
417,0.114679
418,0.114582
419,0.11449
420,0.114401
421,0.114314
422,0.11423
423,0.114147
424,0.114064
425,0.113982
426,0.113901
427,0.113819
428,0.113738
429,0.113656
430,0.113573
431,0.11349
432,0.113406
433,0.113322
434,0.113236
435,0.113151
436,0.113065
437,0.112978
438,0.112893
439,0.112808
440,0.112723
441,0.11264
442,0.112558
443,0.112477
444,0.112398
445,0.112319
446,0.112241
447,0.112164
448,0.112088
449,0.112012
450,0.111936
451,0.11186
452,0.111783
453,0.111705
454,0.111626
455,0.111545
456,0.111462
457,0.111377
458,0.111291
459,0.111204
460,0.111118
461,0.111032
462,0.110948
463,0.110865
464,0.110783
465,0.110703
466,0.110622
467,0.11054
468,0.110458
469,0.110374
470,0.110288
471,0.110199
472,0.110108
473,0.110014
474,0.109917
475,0.109816
476,0.109713
477,0.109608
478,0.109501
479,0.109395
480,0.109289
481,0.109184
482,0.109082
483,0.108981
484,0.108883
485,0.108787
486,0.108693
487,0.108601
488,0.108511
489,0.108422
490,0.108336
491,0.108251
492,0.108168
493,0.108086
494,0.108005
495,0.107926
496,0.107848
497,0.10777
498,0.107694
499,0.107619
500,0.107544
